name	cost	mv	type	colors	cube_color	section	colorshift	role	in_block	elo	edh	dead	strong	errata	oob	sets	archetypes	note
Riptide Mangler	{1}{U}	2	Creature — Beast	U	U	Mono-U		blocker	ONS-block	1156	27604	0	0	0	0	LGN		Decision-intensive 0/3 wall that can steal a power to attack
Snap	{1}{U}	2	Instant	U	U	Mono-U		Free bounce — untaps 2 lands; tempo + free storm-count under High Tide	N/A	1379	269	0	0	0	0	DDS, DMR, PLST, PRM, SLD, ULG, WOC	free-spell-tempo;high-tide-prison	Free tempo bounce; resets ETBs, pads storm.
Spreading Seas	{1}{U}	2	Enchantment — Aura	U	U	Mono-U		Islands-maker + cantrip — best denial enabler (replaces itself)	N/A	1217	11499	0	0	0	0	PLST, WOT, ZEN	high-tide-prison	Cantrip Islands-maker. Strands opp off colors; ramps you.
Standstill	{1}{U}	2	Enchantment	U	U	Mono-U		ODY-block draw engine / soft lock; refuels the wheel when it breaks	ODY-block	1341	9858	0	0	0	0	MB2, ODY, PIDW, TLE		Actual ODY card. Stax-y draw3; great in a low-creature lock shell. On-philosophy.
Sunken City	{U}{U}	2	Enchantment	U	U	Mono-U		Listed enabler — but is actually a blue-creature anthem w/ upkeep cost	N/A	1037	26791	0	0	1	0	4BB, 4ED, DRK, ME1, REN	high-tide-prison	Real text is +1/+1 anthem, NOT Islands. Needs errata to fit theme.
Tolarian Winds	{1}{U}	2	Instant	U	U	Mono-U		discard-all wheel (off-color)	N/A	1318	3225	0	0	0	0	7ED, BTD, USG	wheel	Discard hand draw that many. Blue—UR/UB home
Triskaidekaphile	{1}{U}	2	Creature — Human Wizard	U	U	Mono-U		HONEST alt-win build-around: win if exactly 13 cards in hand at upkeep	Out-exception	1209	1463	0	0	0	1	BLC, DBL, MID, PMID, PRM, SLD		Out-of-block creature exception: only hand-size alt-win; Puzzle Box/Font hit 13.
Voidmage Prodigy	{U}{U}	2	Creature — Human Wizard	U	U	Mono-U		tempo	ONS-block	1202	13571	0	0	0	0	ONS, P03, PRM, TSB		Wizard-tribal counter on a stick; morph flexibility, fragile
Words of Wisdom	{1}{U}	2	Instant	U	U	Mono-U		Cheap card flow + storm padder — in-block draw that feeds the engine	ODY-block	1223	6558	0	0	0	0	ODY	free-spell-tempo;high-tide-prison	In-block (ODY) cheap draw; nearly free under High Tide.
Arcane Laboratory	{2}{U}	3	Enchantment	U	U	Mono-U		Blue one-spell-per-turn lock	Out-exception	1174	9632	0	0	0	0	7ED, PLST, USG		Blue Rule of Law; redundant — keep whichever color fits final balance
Attunement	{2}{U}	3	Enchantment	U	U	Mono-U		Premier Replenish enabler: bulk-mill enchantments to GY, self-bounces	Out-exception	1242	15469	0	0	0	0	USG, WC00		Classic Replenish combo piece; bins enchantments fast, reusable
Back to Basics	{2}{U}	3	Enchantment	U	U	Mono-U		Prison piece — nonbasics don't untap; asymmetric vs greedy manabases	N/A	1234	5043	0	0	0	0	MB2, SLD, UMA, USG	high-tide-prison	Soft mana prison; you run mostly Islands so it's one-sided.
Blue Sun's Zenith	{X}{U}{U}{U}	3	Instant	U	U	Mono-U		Recurring big-X draw — shuffles back; reusable mill-out / draw payoff	N/A	1266	1704	0	0	0	0	A25, C13, C15, CMA, MBS, STA	high-tide-prison	Reusable X-draw; can iteratively deck an opponent. UUU-heavy.
Callous Oppressor	{1}{U}{U}	3	Creature — Octopus	U	U	Mono-U		tempo	ONS-block	1169	15300	0	0	0	0	ONS		Slow conditional Control Magic on a body; opponent picks the out
Capsize	{1}{U}{U}	3	Instant	U	U	Mono-U		Buyback bounce — grindy soft-lock (bounce a land each turn) + storm engine	N/A	1360	5062	0	0	0	0	F03, MP2, PRM, TD0, TMP, TPR, WC98	free-spell-tempo;high-tide-prison	Recurring bounce = soft prison; mana-hungry, fair at low power.
Cephalid Inkshrouder	{2}{U}	3	Creature — Octopus	U	U	Mono-U		tempo	ODY-block	1124	15437	0	0	0	0	JUD		Discard outlet + evasion; bin-fills and protects key engines
Cephalid Looter	{2}{U}	3	Creature — Octopus Rogue	U	U	Mono-U		card-advantage	ODY-block	1280	18710	0	0	0	0	ODY		Premier repeatable looter; filter + self-mill bin-fill, honest slow
Day's Undoing	{2}{U}	3	Sorcery	U	U	Mono-U		honest one-shot wheel (Timetwister); cast-and-spent refuel, ends your turn	N/A	1385	5713	0	0	0	0	CMM, ORI, PIO, PLST, SLD		HONEST combo piece (rule 4): spent spell, not a board engine. Floods hand -> Vise.
Disruptive Pitmage	{2}{U}	3	Creature — Human Wizard	U	U	Mono-U		tempo	ONS-block	1185	17212	0	0	0	0	ONS		Repeatable soft-counter wizard; morph hides it; low power
Frantic Search	{2}{U}	3	Instant	U	U	Mono-U		Free spell — net-zero mana with 3 Islands+High Tide; loots + storm count	N/A	1445	107	0	0	0	0	C20, CMM, DMR, NCC, PLST, PMEI, SLD, TDC, TLE, ULG, UMA, VMA, WC00, WOC	free-spell-tempo;high-tide-prison	Effectively free under High Tide; dig + storm fuel.
Harbinger of the Seas	{1}{U}{U}	3	Creature — Merfolk Wizard	U	U	Mono-U		Static mass Islands-lock body — all nonbasics become Islands (denial keystone)	Out-exception	1282	3609	0	0	0	1	MAR, MH3, PMH3	high-tide-prison	Out-exception: turns every nonbasic into an Island; strong prison key.
Laboratory Maniac	{2}{U}	3	Creature — Human Wizard	U	U	Mono-U		Line B kill (U) — win on next draw from empty library; NEVER Thassa's Oracle	Out-exception	1304	574	1	0	0	1	FCA, INR, ISD, PLST, SLD, TSR, UMA	ad-nauseam-combo;adnauseam-modern-draw-out;combo;high-tide-prison;self-mill-deck-out	Out-of-block creature: structural deck-out payoff, spec-mandated (#4); fragile 2/2
Mana Short	{2}{U}	3	Instant	U	U	Mono-U		Tempo lock finisher — tap all opp lands + burn their mana; clears the combo turn	N/A	1191	15292	0	0	0	0	2ED, 30A, 3ED, 4BB, 4ED, 6ED, 7ED, CED, CEI, FBB, LEA, LEB, MB2, SUM, WC02	free-spell-tempo;high-tide-prison	Lock their mana for a turn; protects a storm or alpha turn.
Patron Wizard	{U}{U}{U}	3	Creature — Human Wizard	U	U	Mono-U		tempo	ODY-block	1233	10240	1	0	0	0	ODY, PLST, SLD		Wizard-tribal taxing counters; needs board, UUU gates it
Propaganda	{2}{U}	3	Enchantment	U	U	Mono-U		Blue pillowfort tax; buys time for lock/combo assembly	Out-exception	1340	119	0	0	0	0	ACR, AFC, C13, C16, C20, CLB, CMD, FIC, M3C, MSC, OTC, PLST, PZ1, SLD, TMP, WHO		Blue Ghostly Prison; enchantress fuel. Redundant w/ Ghostly Prison (singleton)
Psychic Corrosion	{2}{U}	3	Enchantment	U	U	Mono-U		mill payoff: your every draw mills each opponent 2	N/A	1360	1793	0	0	0	0	M19, PLST, SLD		Surplus mill payoff; redundant-axis with Sphinx's Tutelage, pick to taste.
Riptide Entrancer	{1}{U}{U}	3	Creature — Human Wizard	U	U	Mono-U		tempo	ONS-block	1161	17656	0	0	0	0	ONS		Fragile combat-trigger steal via morph unmorph; must connect first
Shifty Doppelganger	{2}{U}	3	Creature — Shapeshifter	U	U	Mono-U		tempo	ODY-block	1215	27127	0	0	0	0	ODY		Build-around ETB blink engine; fragile, telegraphed, fun
Sphinx's Tutelage	{2}{U}	3	Enchantment	U	U	Mono-U		alt mill payoff: your every draw mills opp 2 (repeats on color match)	N/A	1317	3626	0	0	0	0	ORI, PIO, PLST, SPG		Mill win-axis for the wheel; you draw a lot under Puzzle Box/Howling Mine.
Steady Progress	{2}{U}	3	Instant	U	U	Mono-U		Proliferate + cantrip (blue counter accelerant)	N/A	1206	4846	0	0	0	0	MM2, PLST, SOM	card advantage;counter alt-win;proliferate	Cantrip proliferate; replaces itself while advancing every counter clock
Stroke of Genius	{X}{2}{U}	3	Instant	U	U	Mono-U		Big-X mana sink — the High-Tide payoff; draw huge or deck-out opponent	N/A	1318	3637	0	0	0	0	C14, C15, DMR, JGP, MOC, PLST, PRM, SOC, USG, VMA	free-spell-tempo;high-tide-prison	Instant-speed X-draw payoff; can target opp to deck them.
Unwind	{2}{U}	3	Instant	U	U	Mono-U		Free counter (noncreature) — untaps 3 lands; protects the combo turn	N/A	1293	1052	0	0	0	0	DOM	free-spell-tempo;high-tide-prison	Mana-neutral noncreature counter; combo protection.
Web of Inertia	{2}{U}	3	Enchantment	U	U	Mono-U		GY-taxing pillowfort; in-block blue defensive enchantment	ODY-block	1214	11791	0	0	0	0	JUD, PLST		In-block (JUD). Pillowfort that taxes GY; synergy vs Replenish/flashback foes
Windfall	{2}{U}	3	Sorcery	U	U	Mono-U		wheel (off-color enabler)	N/A	1397	151	0	0	0	0	BRB, C15, C16, C20, CM2, CMD, CMM, IMA, KHC, LCC, OTC, P30A, PLST, PRM, SLD, USG	storm;wheel	Wheel; pairs Megrim/Liliana's Caress. Blue—home in UB/UR
Aphetto Runecaster	{3}{U}	4	Creature — Human Wizard	U	U	Mono-U		card-advantage	ONS-block	1246	15737	0	0	0	0	SCG		Morph-matters card engine; rewards the morph subtheme
Ascending Aven	{2}{U}{U}	4	Creature — Bird Soldier	U	U	Mono-U		tempo	ONS-block	1171	30606	0	0	0	0	ONS		Clean evasive 3/2 flyer with morph; honest tempo beater
Cephalid Sage	{3}{U}	4	Creature — Octopus	U	U	Mono-U		card-advantage	ODY-block	1168	25015	0	0	0	0	EMA, TOR		Threshold payoff for the self-mill plan; rewards full bin
Collective Restraint	{3}{U}	4	Enchantment	U	U	Mono-U		Domain-scaling blue pillowfort tax	Out-exception	1304	6666	0	0	0	0	INV, PLST		Blue Propaganda that scales w/ land types; rewards multicolor manabase
Dreamwinder	{3}{U}	4	Creature — Serpent	U	U	Mono-U		In-block Island-maker body — sac an Island to spread Islands; on-theme but slow	ODY-block	1186	29085	0	0	0	0	ODY	high-tide-prison	In-block (ODY) Islands engine + body; flavor-perfect, low power.
Jace, Wielder of Mysteries	{1}{U}{U}{U}	4	Legendary Planeswalker — Jace	U	U	Mono-U		Backup deck-out win (U) — static replaces empty-library draw with a win	N/A	1335	1071	0	0	0	0	PLST, PRM, PWAR, SLD, WAR	adnauseam-modern-draw-out;self-mill-deck-out	Redundant Labman that survives removal; static is the win-replacement, not value engine
Mistform Seaswift	{3}{U}	4	Creature — Illusion	U	U	Mono-U		tempo	ONS-block	1101	30181	0	0	0	0	LGN		Evasive type-changer with morph; tribal glue, flexible body
Nameless One	{3}{U}	4	Creature — Wizard Avatar	U	U	Mono-U		tempo	ONS-block	1126	25153	0	0	0	0	ONS		Wizard-tribal payoff body; scales with the wizard count, morph
Parallax Tide	{2}{U}{U}	4	Enchantment	U	U	Mono-U		Fading-counter land lock (cross-ref Tangle Wire / Parallax Inhibitor)	N/A	1382	20439	0	0	0	0	NEM, WC00	fading;proliferate;stax/prison	THE missed fading card: temp land lock; proliferate adds fade counters to extend
Possessed Aven	{2}{U}{U}	4	Creature — Bird Soldier Horror	U	U	Mono-U		card-advantage	ODY-block	1155	29364	0	0	0	0	TOR		Threshold evasive payoff with rare blue removal mode (UB leaning)
Rewind	{2}{U}{U}	4	Instant	U	U	Mono-U		Free counter — untaps 4 lands; mana-neutral countermagic for the deck	N/A	1271	995	0	0	0	0	8ED, 9ED, M13, M21, MM3, PAL99, PLST, PRM, SLD, USG, WC04	free-spell-tempo;high-tide-prison	Effectively-free counter; refunds its own cost via untap.
Riptide Director	{2}{U}{U}	4	Creature — Human Wizard	U	U	Mono-U		card-advantage	ONS-block	1140	18028	0	0	0	0	LGN, PLST		Wizard-tribal card-draw payoff; expensive, fragile mana sink
Rising Waters	{3}{U}	4	Enchantment	U	U	Mono-U		Stax-lite prison — one land per upkeep; throttles the table, you adapt around it	N/A	1271	16911	0	0	0	0	NEM, WC00	high-tide-prison	Symmetric land-lock; pairs with cheap free spells you can still cast.
Rummaging Wizard	{3}{U}	4	Creature — Human Wizard	U	U	Mono-U		mill-enabler	ONS-block	1192	30648	0	0	0	0	ONS		Repeatable surveil wizard; selective self-mill + selection engine
Tezzeret's Gambit	{3}{U/P}	4	Sorcery	U	U	Mono-U		Draw-two + proliferate (Phyrexian-mana counter accelerant)	N/A	1298	919	0	0	0	0	C16, C19, CM2, EOC, M3C, MM2, NCC, NPH, OTC, PLST, STA	card advantage;counter alt-win;proliferate	Card draw + proliferate, castable colorless via 2 life; strong counter engine
Turnabout	{2}{U}{U}	4	Instant	U	U	Mono-U		Big mana burst — untap all your lands (net mana w/ High Tide) or tap-down lock	N/A	1355	4132	0	0	0	0	DMR, PIDW, PLST, RVR, USG, VMA	free-spell-tempo;high-tide-prison	Untap-lands ritual engine; also a tempo tap-down lock.
Wonder	{3}{U}	4	Creature — Incarnation	U	U	Mono-U		In-block Islands payoff — graveyard grants flying while you control an Island	ODY-block	1284	839	0	0	0	0	C13, CM2, CMA, CMD, EMA, F07, J21, JUD, MH2, PRM, PZ1, TDC, WC02, WC03	high-tide-prison	In-block (JUD) Islands-matters; self-mill payoff, evasion enabler.
Wormfang Crab	{3}{U}	4	Creature — Nightmare Crab	U	U	Mono-U		blocker	ODY-block	1127	22210	0	0	0	0	JUD		Decision-heavy 3/6 unblockable; hostage drawback rewards blink/sac
Battle of Wits	{3}{U}{U}	5	Enchantment	U	U	Mono-U		Honest alt-win: 200-card library; a deckbuilding-commitment payoff	ODY-block	1098	24084	0	0	0	0	9ED, M13, ODY, PLST, SLD		In-block (ODY) alt-win. Singleton-cube quirk: 200-card library impossible — errata?
Cephalid Aristocrat	{4}{U}	5	Creature — Octopus Noble	U	U	Mono-U		mill-enabler	ODY-block	1167	26582	0	0	0	0	TOR		Bigger Illusionist-style target-to-mill body; secondary enabler
Peregrine Drake	{4}{U}	5	Creature — Drake	U	U	Mono-U		Net-positive mana body — untaps 5 lands; flying clock; combo with flicker	Out-exception	1390	901	0	0	0	1	BBD, DMR, EMA, PC2, PCA, PLST, SLD, USG	free-spell-tempo;high-tide-prison	Out-exception: net +mana w/ High Tide; honest single-body, no auto-loop.
Pulsating Illusion	{4}{U}	5	Creature — Illusion	U	U	Mono-U		card-advantage	ODY-block	1180	30485	0	0	0	0	ODY		Discard-outlet flyer; bin-fills while threatening evasive damage
Riptide Shapeshifter	{3}{U}{U}	5	Creature — Shapeshifter	U	U	Mono-U		card-advantage	ONS-block	1151	22295	0	0	0	0	ONS		Slow creature-tutor body; deck-building puzzle, no immediate value
Aboshan, Cephalid Emperor	{4}{U}{U}	6	Legendary Creature — Octopus Noble	U	U	Mono-U		tempo	ODY-block	1135	19304	0	0	0	0	ODY, PLST		Slow Octopus tribal soft-lock; taps the ground, fragile mana sink
Forced Fruition	{4}{U}{U}	6	Enchantment	U	U	Mono-U		cast-punisher: opponent draws 7 per spell -> floods their hand for Vise/Owl	N/A	1226	2572	0	0	0	0	LRW, PLST, SLD, WOT		Printed mono-U. Mills/overloads opp hand; pairs Black Vise/Ebony Owl as kill.
Mind Over Matter	{2}{U}{U}{U}{U}	6	Enchantment	U	U	Mono-U		EXCLUDED — board-camping engine; untap-lands at will + draw engine = infinite	N/A	1340	8115	0	1	0	0	EXO	free-spell-tempo	REJECT: permanent that camps + goes infinite with draw. Violates honest-combo. too_strong.
Shoreline Ranger	{5}{U}	6	Creature — Bird Soldier Ranger	U	U	Mono-U		In-block flyer with Islandcycling — flexible Island-fetch or beater	ONS-block	1293	21772	0	0	0	0	A25, CNS, EMA, PLST, SCG, TD0	high-tide-prison	In-block (SCG); islandcycle to find an Island or play a 3/4 flyer.
Time Spiral	{4}{U}{U}	6	Sorcery	U	U	Mono-U		EXCLUDED — untap-6-lands + refill hand; free 7-card draw engine, format-warper	N/A	1563	6918	0	1	0	0	PRM, USG	free-spell-tempo	REJECT: near-free Timetwister + ritual; explosive combo enabler. too_strong.
Great Whale	{5}{U}{U}	7	Creature — Whale	U	U	Mono-U		Big untap-7-lands body — top-end mana refund; honest one-shot (no bounce loop)	Out-exception	1335	11458	0	0	0	1	USG	free-spell-tempo;high-tide-prison	Out-exception: Palinchron without self-bounce, so safe at low power.
Palinchron	{5}{U}{U}	7	Creature — Illusion	U	U	Mono-U		EXCLUDED — infinite-mana engine; self-bounce + untap 7 loops with any mana doubler	Out-exception	1374	7559	0	1	0	1	ULG, VMA	free-spell-tempo	REJECT: self-bounce loops to infinite mana w/High Tide. too_strong.
Slipstream Eel	{5}{U}{U}	7	Creature — Fish Beast	U	U	Mono-U		In-block Islands-matters body — cycles early, beats only into Island decks late	ONS-block	1083	25093	0	0	0	0	CM2, CMD, ONS, PLST	high-tide-prison	In-block (ONS) Islands payoff; cycle early, finisher once you flood foe.
Cognivore	{6}{U}{U}	8	Creature — Lhurgoyf	U	U	Mono-U		card-advantage	ODY-block	1159	27033	0	0	0	0	ODY		Instant-graveyard payoff flyer; pairs with BR storm bins, slow top-end
Angel's Grace	{W}	1	Instant	W	W	Mono-W		Line B protection — split-second can't-lose lets Ad Nauseam draw to 1 life	N/A	1154	2060	0	0	0	0	MMA, PLST, PTSR, SOA, TSP, TSR	adnauseam-modern-draw-out	W splash for Modern line; split-second = the correct protector (Everybody Lives! can't)
Children of Korlis	{W}	1	Creature — Human Rebel Cleric	W	W	Mono-W		Recover all life lost this turn: the Ad Nauseam / Mirror Universe payoff (spend life, get it back).	Out-exception	1174	4497	0	0	0	1	TSP, TSR		Out-of-block (TSP) but structural: life-loss recovery for the resource shell; user wants Ad Nauseam line.
Confessor	{W}	1	Creature — Human Cleric	W	W	Mono-W		lifegain	ODY-block	1134	18988	0	0	0	0	ODY	discard-matters;lifegain	Discard-matters lifegain; rewards madness/storm shells.
Dedicated Martyr	{W}	1	Creature — Human Cleric	W	W	Mono-W		lifegain	ODY-block	1132	28564	0	0	0	0	ODY	clerics;lifegain	1-drop Cleric; sac for 3 life buffer vs Mirror Universe.
Deftblade Elite	{W}	1	Creature — Human Soldier	W	W	Mono-W		flood-enabler	ONS-block	1146	21961	0	0	0	0	LGN, PLST, VMA	W-soldiers;go-wide	1-drop Soldier; provoke pulls blockers, unkillable in combat.
Devoted Caretaker	{W}	1	Creature — Human Cleric	W	W	Mono-W		tax	ODY-block	1211	17613	0	0	0	0	ODY	control;protection	1-drop; protects key permanents/lock pieces from spot removal.
Enlightened Tutor	{W}	1	Instant	W	W	Mono-W		Instant toolbox tutor for the lock piece / hate enchantment	Out-exception	1313	122	0	0	0	0	6ED, DMR, EMA, J20, MIR, PAL00, PLST, PRM, TD0, TLE, WC00		Low-power-friendly (card disadvantage, top-of-deck). Consistency for combo
Mystic Penitent	{W}	1	Creature — Human Nomad Mystic	W	W	Mono-W		payoff	ODY-block	1130	30097	0	0	0	0	ODY	aggro;graveyard;threshold	1-drop threshold payoff; becomes 2/2 vig flier when active.
Nova Cleric	{W}	1	Creature — Human Cleric	W	W	Mono-W		tax	ONS-block	1121	21934	0	0	0	0	ONS, PLST	clerics;enchantment-hate	1-drop Cleric; sandbagged enchant-wrath vs Opposition shells.
Soul Warden	{W}	1	Creature — Human Cleric	W	W	Mono-W		lifegain	Out-exception	1309	509	0	0	0	1	10E, 9ED, BRB, EXO, HA1, HOP, M10, MD1, MM3, PLST, PSAL, SLD, SPG, WC98	clerics;go-wide;lifegain	Out-exception: keystone lifegain payoff vs Mirror/Death's Shadow life-loss decks.
Suntail Hawk	{W}	1	Creature — Bird	W	W	Mono-W		flood-enabler	ODY-block	1159	19354	0	0	0	0	10E, 8ED, 9ED, JUD, M14, PS11	WX-birds	1-drop Bird; cheapest flier-count enabler for Aerie.
Tireless Tribe	{W}	1	Creature — Human Nomad	W	W	Mono-W		blocker	ODY-block	1165	10459	0	0	0	0	ODY, PLST	discard-outlet;graveyard	Free discard outlet; bins cards for graveyard/threshold.
Wall of Hope	{W}	1	Creature — Wall	W	W	Mono-W		blocker	ODY-block	1130	13122	0	0	0	0	LGN	lifegain;stall	1-drop wall; lifegain on damage, anti-aggro glue.
Aven Farseer	{1}{W}	2	Creature — Bird Soldier	W	W	Mono-W		payoff	ONS-block	1195	29151	0	0	0	0	SCG	W-morph;WX-birds	Morph-payoff flier; grows on any unmorph.
Beacon of Destiny	{1}{W}	2	Creature — Human Cleric	W	W	Mono-W		Redirect a damage source onto itself: protect your (low) life total. In-block Cleric life shield.	ONS-block	1154	26025	0	0	0	0	LGN		In-block (ONS) Cleric. Life-matters defense; protects Death's Shadow / 1-life lines.
Beloved Chaplain	{1}{W}	2	Creature — Human Cleric	W	W	Mono-W		tax	ODY-block	1237	17901	0	0	0	0	ODY, PLST	auras;clerics;evasion	Unblockable-by-creatures Cleric; aura/equipment carrier.
Catapult Squad	{1}{W}	2	Creature — Human Soldier	W	W	Mono-W		payoff	ONS-block	1173	22899	0	0	0	0	ONS	W-soldiers;go-wide	Soldier-flood payoff; convert bodies into repeatable removal.
Daru Spiritualist	{1}{W}	2	Creature — Human Cleric	W	W	Mono-W		payoff	ONS-block	1130	24701	0	0	0	0	PLST, SCG	clerics;lifegain	Cleric-matters; combos with tap-Cleric prevention engines.
Dawn of a New Age	{1}{W}	2	Enchantment	W	W	Mono-W		Counter-based white card-draw engine; pairs proliferate/enchantress	Out-exception	1314	4042	0	0	0	0	LTR, PLTR		Noncreature any-era OK (LTR). Hope-counter draw; proliferate-matters payoff
Earnest Fellowship	{1}{W}	2	Enchantment	W	W	Mono-W		Quasi-Humility: protection-from-own-colors disrupts combat & auras	ODY-block	1182	19294	0	0	0	0	ODY, PLST		In-block (ODY). Symmetric combat fog/aura-hoser; weird build-around
Exiled Doomsayer	{1}{W}	2	Creature — Human Cleric	W	W	Mono-W		tax	ONS-block	1198	31076	0	0	0	0	SCG	anti-morph;hatebears;taxes	Hoses the morph subtheme; situational tax body.
Greater Auramancy	{1}{W}	2	Enchantment	W	W	Mono-W		Shroud protection for whole enchantment lock shell	Out-exception	1163	2321	0	0	0	0	P22, SHM, WOT		Protects Opalescence/Humility lock from removal; redundant w/ Sterling Grove
Mystic Familiar	{1}{W}	2	Creature — Bird	W	W	Mono-W		blocker	ODY-block	1066	27162	0	0	0	0	TOR	WX-birds;graveyard	Bird body; threshold upgrades to 2/3 pro-black.
Phantom Nomad	{1}{W}	2	Creature — Spirit Nomad	W	W	Mono-W		blocker	ODY-block	1171	25529	0	0	0	0	JUD, PSAL, VMA	W-shields;counters	Phantom shield 2/2; soaks 2 hits. Counter synergy.
Seal of Cleansing	{1}{W}	2	Enchantment	W	W	Mono-W		Pre-placed artifact/enchant removal; enchantment-typed Replenish fodder	Out-exception	1189	3139	0	0	0	0	C15, EMA, F05, MH2, MKC, NEM, PLST, PRM, TD0, VMA, WC00		Enchantress trigger + recurs via Replenish for repeated Disenchant
Soul Echo	{X}{W}{W}	2	Enchantment	W	W	Mono-W		Survive at 0 while echo counters last; counters-matter + life buffer. Fragile, interactive.	N/A	1133	24179	0	0	0	0	MIR		Non-creature. Counter-themed life shield; ties to cube's counters theme.
Soulcatcher	{1}{W}	2	Creature — Bird Soldier	W	W	Mono-W		payoff	ODY-block	1152	13562	0	0	0	0	CNS, EMA, ODY	WX-birds	Bird-flier payoff; grows on any flier death.
Soulcatchers' Aerie	{1}{W}	2	Enchantment	W	W	Mono-W		payoff	ODY-block	1150	6573	0	0	0	0	JUD, PLST	WX-birds	Birds anthem; grows when your Birds die. Build-around.
Sunstrike Legionnaire	{1}{W}	2	Creature — Human Soldier	W	W	Mono-W		tax	ONS-block	1185	16926	0	0	0	0	LGN	W-soldiers;go-wide;tappers	Flood-fueled tapper; each creature ETB re-arms the tap.
Suppression Field	{1}{W}	2	Enchantment	W	W	Mono-W		Activated-ability tax; hoses Smokestack/lantern/sac engines	Out-exception	1124	13054	0	0	0	0	RAV		Symmetric stax; taxes the cube's many activated-ability engines
Whipcorder	{W}{W}	2	Creature — Human Soldier Rebel	W	W	Mono-W		tax	ONS-block	1209	23298	0	0	0	0	F03, ONS, PLST, PRM	W-soldiers;control;tappers	Repeatable tapper Soldier; Opposition-style lock on a body.
Aura of Silence	{1}{W}{W}	3	Enchantment	W	W	Mono-W		Artifact/enchant tax + sac removal; recurring via Replenish	Out-exception	1193	2130	0	0	0	0	10E, C15, F02, PLST, PRM, TD0, WC98, WTH		Hate-piece vs Smokestack/Bridge mirror; Replenish loop = repeat Disenchant
Cage of Hands	{2}{W}	3	Enchantment — Aura	W	W	Mono-W		Reusable creature lockdown; tax-attack tool behind Bridge (#15).	ODY-block	1254	16312	0	0	0	0	C15, CHK, CMR, J22, J25, PC2, PCA		NOTE ONLY: white (ODY); spec #15 tax-attack; belongs Mono-W.
Celestial Dawn	{1}{W}{W}	3	Enchantment	W	W	Mono-W		All-your-lands-Plains fixer — listed enabler; off-axis (Plains not Island)	N/A	1129	16740	0	0	0	0	6ED, MIR, PLST, TSB	high-tide-prison	Brief named enabler but makes Plains, anti-synergy w/High Tide. Weak include.
Dogged Hunter	{2}{W}	3	Creature — Human Nomad	W	W	Mono-W		tax	ODY-block	1202	29375	0	0	0	0	ODY	anti-token;control	Repeatable token removal; hoses Opposition-GW / go-wide.
Ghostly Prison	{2}{W}	3	Enchantment	W	W	Mono-W		White pillowfort tax; core defensive enchantress piece	Out-exception	1294	163	0	0	0	0	C16, C19, C21, CHK, CMD, CN2, F10, KHC, MKC, ONC, PC2, PCA, PLST, PRM, PZ1, SLD, SOC, SPG, TD0, TDC, VOC		White Propaganda; weak creatures make tax bite. Pick one of the pair
Glowrider	{2}{W}	3	Creature — Human Cleric	W	W	Mono-W		tax	ONS-block	1189	14759	0	0	0	0	LGN	control;hatebears;taxes	Body Thalia; taxes spell-based combo/control decks.
Idyllic Tutor	{2}{W}	3	Sorcery	W	W	Mono-W		Enchantment tutor straight to hand; finds Opalescence/Humility/lock	Out-exception	1173	745	0	0	0	0	MOR, PRM, PTHB, SLD, SPG, THB		Slower than Enlightened but to-hand; redundant tutor (singleton OK, surplus)
Karmic Justice	{2}{W}	3	Enchantment	W	W	Mono-W		Deterrent protection: punishes destruction of your noncreature permanents	ODY-block	1186	3713	0	0	0	0	C15, ODY, WOT		In-block (ODY). Taxes opponents for breaking your enchantment lock
Mesa Enchantress	{1}{W}{W}	3	Creature — Human Druid	W	W	Mono-W		The enchantress card-draw engine; no in-block equivalent exists	Out-exception	1218	767	0	0	0	1	C15, CMM, DMR, DSC, EMA, M10, M12, PLC, SLD		Out-exc: archetype draw-engine, zero ODY/ONS enchantress prints. Weak 0/2 body
Mystic Crusader	{1}{W}{W}	3	Creature — Human Nomad Mystic	W	W	Mono-W		payoff	ODY-block	1238	28902	0	0	0	0	ODY	aggro;graveyard;threshold	Threshold payoff; pro-B/R evasive 3/2 flier when active.
Pearlspear Courier	{2}{W}	3	Creature — Human Soldier	W	W	Mono-W		payoff	ONS-block	1165	30734	0	0	0	0	ONS	W-soldiers;go-wide	Soldier pump-anchor; repeatable +2/+2 vigilance buff.
Phyrexian Unlife	{2}{W}	3	Enchantment	W	W	Mono-W		Life buffer at 0 — enables deep Ad Nauseam / Spoils without dying	N/A	1187	6654	0	0	0	0	NPH, SLD, WOT	adnauseam-modern-draw-out;life-loss	Spec-named; W splash buffer (Ad Nauseam past 0). Poison-counter theme bonus
Pilgrim of Virtue	{2}{W}	3	Creature — Human Cleric	W	W	Mono-W		blocker	ODY-block	1207	30133	0	0	0	0	ODY	clerics;lifegain;protection	Pro-black wall Cleric; sac to fog a black source.
Pulsemage Advocate	{2}{W}	3	Creature — Human Cleric	W	W	Mono-W		recursion	ODY-block	1096	15858	0	0	0	0	JUD	control;graveyard-hate;recursion	Self-reanimator; donates 3 cards back but fuels grindy W.
Reborn Hero	{2}{W}	3	Creature — Human Soldier	W	W	Mono-W		recursion	ODY-block	1135	30204	0	0	0	0	TOR	W-soldiers;graveyard;threshold	Threshold recursion; resilient Soldier that buys itself back.
