display_name	mana_cost	mv	colors	type	power	toughness	keywords	printings	cube_elo	edhrec_rank	text
Ancestor's Prophet	{4}{W}	5	W	Creature — Human Cleric	1	5		ONS, PLST	1088.32626193348	21341	Tap five untapped Clerics you control: You gain 10 life.
Aven Archer	{3}{W}{W}	5	W	Creature — Bird Soldier Archer	2	2	Flying	ODY	1160.68134475594	27525	Flying / {2}{W}, {T}: This creature deals 2 damage to target attacking or blocking creature.
Aven Soulgazer	{3}{W}{W}	5	W	Creature — Bird Cleric	3	3	Flying	ONS	1182.11405394262	31141	Flying / {2}{W}: Look at target face-down creature.
Aven Warhawk	{4}{W}	5	W	Creature — Bird Soldier	2	2	Amplify, Flying	LGN	1184.44350146516	28042	Amplify 1 (As this creature enters, put a +1/+1 counter on it for each Bird and/or Soldier card you reveal in your hand.) / Flying
Border Patrol	{4}{W}	5	W	Creature — Human Nomad	1	6	Vigilance	JUD	1189.93468687975	29783	Vigilance
Celestial Gatekeeper	{3}{W}{W}	5	W	Creature — Bird Cleric	2	2	Flying	LGN	1165.07085902608	15101	Flying / When this creature dies, exile it, then return up to two target Bird and/or Cleric permanent cards from your graveyard to the battlefield.
Daunting Defender	{4}{W}	5	W	Creature — Human Cleric	3	3		ONS	1044.68032584603	28334	If a source would deal damage to a Cleric creature you control, prevent 1 of that damage.
Dragonstalker	{4}{W}	5	W	Creature — Bird Soldier	3	3	Flying, Protection	SCG	1119.20017296621	27397	Flying, protection from Dragons
Ironfist Crusher	{4}{W}	5	W	Creature — Human Soldier	2	4	Morph	ONS	1084.17674786774	26770	This creature can block any number of creatures. / Morph {3}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Lowland Tracker	{4}{W}	5	W	Creature — Human Soldier	2	2	First strike, Provoke	LGN	1051.49692046874	30059	First strike / Provoke (Whenever this creature attacks, you may have target creature defending player controls untap and block it if able.)
Selfless Exorcist	{3}{W}{W}	5	W	Creature — Human Cleric	3	4		JUD	1135.22629653641	30959	{T}: Exile target creature card from a graveyard. That card deals damage equal to its power to this creature.
Ward Sliver	{4}{W}	5	W	Creature — Sliver	2	2		LGN, PLST, SLD	1205.85851071935	9860	As this creature enters, choose a color. / All Slivers have protection from the chosen color.
Aven Brigadier	{3}{W}{W}{W}	6	W	Creature — Bird Soldier	3	5	Flying	ONS	1194.5908804843	17181	Flying / Other Bird creatures get +1/+1. / Other Soldier creatures get +1/+1.
Daru Lancer	{4}{W}{W}	6	W	Creature — Human Soldier	3	4	First strike, Morph	ONS	1115.83613227535	31069	First strike / Morph {2}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Glarecaster	{4}{W}{W}	6	W	Creature — Bird Cleric	3	3	Flying	ONS	1172.56131310912	24658	Flying / {5}{W}: The next time damage would be dealt to this creature and/or you this turn, that damage is dealt to any target instead.
Grassland Crusader	{5}{W}	6	W	Creature — Human Cleric Soldier	2	4		ONS	1097.36022777903	30895	{T}: Target Elf or Soldier creature gets +2/+2 until end of turn.
Shieldmage Elder	{5}{W}	6	W	Creature — Human Cleric Wizard	2	3		ONS	1147.02670557613	26265	Tap two untapped Clerics you control: Prevent all damage target creature would deal this turn. / Tap two untapped Wizards you control: Prevent all damage target spell would deal this turn.
Swooping Talon	{4}{W}{W}	6	W	Creature — Bird Soldier	2	6	Flying, Provoke	LGN	1158.48977502123	29624	Flying / {1}: This creature loses flying until end of turn. / Provoke (Whenever this creature attacks, you may have target creature defending player controls untap and block it if able.)
Wayward Angel	{4}{W}{W}	6	W	Creature — Angel Horror	4	4	Flying, Threshold, Vigilance	ODY	1132.24387515435	29271	Flying, vigilance / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +3/+3, is black, has trample, and has "At the beginning of your upkeep, sacrifice a creature."
Crowd Favorites	{6}{W}	7	W	Creature — Human Soldier	4	4		ONS	1171.29141540187	31057	{3}{W}: Tap target creature. / {3}{W}: This creature gets +0/+5 until end of turn.
Silver Seraph	{5}{W}{W}{W}	8	W	Creature — Angel	6	6	Flying, Threshold	JUD	1140.86409939102	25626	Flying / Threshold — Other creatures you control get +2/+2 as long as there are seven or more cards in your graveyard.
Anurid Brushhopper	{1}{G}{W}	3	W, G	Creature — Frog Beast	3	4		JUD, WC02, WC03	1162.68072066054	29991	Discard two cards: Exile this creature. Return it to the battlefield under its owner's control at the beginning of the next end step.
Thaumatog	{1}{G}{W}	3	W, G	Creature — Atog	1	2		ODY	1075.28351731348	19020	Sacrifice a land: This creature gets +1/+1 until end of turn. / Sacrifice an enchantment: This creature gets +1/+1 until end of turn.
Phantatog	{1}{W}{U}	3	W, U	Creature — Atog	1	2		ODY	1088.94631193611	19554	Sacrifice an enchantment: This creature gets +1/+1 until end of turn. / Discard a card: This creature gets +1/+1 until end of turn.
Iridescent Angel	{5}{W}{U}	7	W, U	Creature — Angel	4	4	Flying, Protection	ODY, V15	1174.59274407737	24572	Flying, protection from each color
Atogatog	{W}{U}{B}{R}{G}	5	W, U, B, R, G	Legendary Creature — Atog	5	5		ODY	1240.32723126975	18723	Sacrifice an Atog creature: Atogatog gets +X/+X until end of turn, where X is the sacrificed creature's power.
Karona, False God	{1}{W}{U}{B}{R}{G}	6	W, U, B, R, G	Legendary Creature — Avatar	5	5	Haste	SCG, SLD	1042.10458415328	13418	Haste / At the beginning of each player's upkeep, that player untaps Karona and gains control of it. / Whenever Karona attacks, creatures of the creature type of your choice get +3/+3 until end of turn.
